,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
84,2017,151,450000.0,FORPROFIT,3224544.0,ERS,,2014.0,Natural Food Coop,RETAIL,COOPERATIVE,,,,1678 Hertel Avenue,,Buffalo,NY,14216.0,,,"1678 Hertel Avenue,Buffalo,NY,14216","Lexington Coop, 1678, Hertel Avenue, North Park, Buffalo, Erie County, New York, 14216, United States of America","(42.9479262, -78.84604647115779, 0.0)",42.9479262,-78.84604647115779,0.0
85,2017,151,100000.0,FORPROFIT,1718000.0,ERS,,2011.0,Natural food coop,RETAIL,COOPERATIVE,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
86,2017,151,126009.0,FORPROFIT,270000.0,ERS,,2011.0,Natural food coop,RETAIL,COOPERATIVE,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
87,2017,151,100000.0,FORPROFIT,1718000.0,ERS,,2011.0,Natural food coop,RETAIL,COOPERATIVE,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
88,2017,151,224016.0,FORPROFIT,480000.0,ERS,,2011.0,Natural foods coop,RETAIL,COOPERATIVE,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
89,2017,151,300000.0,FORPROFIT,2287000.0,ERS,,2014.0,Natural Food Coop,RETAIL,COOPERATIVE,,,,921 E Washington Street,,Bloomington,IL,61701.0,,,"921 E Washington Street,Bloomington,IL,61701","Green Top Grocery, 921, East Washington Street, Bloomington, McLean County, Illinois, 61701, United States of America","(40.4795642, -88.98051720361354, 0.0)",40.4795642,-88.98051720361354,0.0
91,2017,30,40000.0,FORPROFIT,40000.0,ERS,,2015.0,Farm Stand,RETAIL,COOPERATIVE,,,,282 Nickerson Road,,Swanville,ME,4915.0,,,"282 Nickerson Road,Swanville,ME,4915","282, Nickerson Road, Belfast, Waldo County, Maine, 04915, United States of America","(44.49741112220788, -68.97619744892403, 0.0)",44.49741112220788,-68.97619744892403,0.0
92,2017,30,45000.0,FORPROFIT,325000.0,ERS,,2016.0,Cooperative Retail Space,RETAIL,COOPERATIVE,,,,199 Heal Road,,Lincolnville,ME,4849.0,,,"199 Heal Road,Lincolnville,ME,4849","199, Heal Road, Lincolnville Center, Waldo County, Maine, 04850, United States of America","(44.2946885, -69.1235018, 0.0)",44.2946885,-69.1235018,0.0
95,2017,575,5000.0,FORPROFIT,8000.0,TRF,,2016.0,Corner Store Expanding Healthy Food Offerings,RETAIL,CORNERSTORE,,,,207 Brownsville Rd,,Mt. Oliver,PA,15210.0,,,"207 Brownsville Rd,Mt. Oliver,PA,15210","207, Brownsville Road, Billy Buck Hill, Mount Oliver, Allegheny County, Pennsylvania, 15210, United States of America","(40.4156485, -79.9871545, 0.0)",40.4156485,-79.9871545,0.0
97,2017,575,202979.0,FORPROFIT,373979.0,ERS,,2014.0,Real Estate Portion of Butcher Shop Providing Lean Meats,RETAIL,CORNERSTORE,,,,5145 BUTLER STREET,,Pittsburgh,PA,15201.0,,,"5145 BUTLER STREET,Pittsburgh,PA,15201","5145, Butler Street, Upper Lawrenceville, Sharpe Hill, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States of America","(40.47932116450517, -79.95522462059738, 0.0)",40.47932116450517,-79.95522462059738,0.0
98,2017,575,32975.0,FORPROFIT,161779.0,OTHER,Not in a food desert,2015.0,Fresh Pressed Juice & Snack Café,RETAIL,OTHER,Fresh Pressed Juice Café,,,2620 West 8th Street,,Erie,PA,16505.0,,,"2620 West 8th Street,Erie,PA,16505","West 8th Street, Dock Junction, Erie, Erie County, Pennsylvania, 16505, United States of America","(42.1180843, -80.1094739, 0.0)",42.1180843,-80.1094739,0.0
99,2017,575,83509.31,FORPROFIT,83509.31,ERS,,2015.0,"Buildout & Working Capital for bakery retail space using fruits, vegetables, and whole grains",RETAIL,OTHER,Healthy Foods Bakery,,,4905 Penn Ave,,Pittsburgh,PA,15224.0,,,"4905 Penn Ave,Pittsburgh,PA,15224","4905, Penn Avenue, Garfield, Park View, Pittsburgh, Allegheny County, Pennsylvania, 15224, United States of America","(40.465339971443505, -79.9449400443458, 0.0)",40.465339971443505,-79.9449400443458,0.0
101,2017,575,500000.0,FORPROFIT,530000.0,ERS,,2015.0,Startup resources & training to underserved food entrepreneurs with focus on healthy food purveyors,RETAIL,OTHER,Nonprofit Food Incubator,,,2312 Main St,,Sharpsburg,PA,15215.0,,,"2312 Main St,Sharpsburg,PA,15215","2312, Main Street, Sharpsburg, Allegheny County, Pennsylvania, 15215, United States of America","(40.4934543903032, -79.91422405929394, 0.0)",40.4934543903032,-79.91422405929394,0.0
102,2017,575,500000.0,NONPROFIT,15248253.0,TRF,,2014.0,Bennet Station Town Square Food Hub construction project to provide fresh and affordable food,RETAIL,OTHER,Downtown area food hub,,,524 Grant Avenue,,Millvale,PA,15209.0,,,"524 Grant Avenue,Millvale,PA,15209","524, Grant Avenue, Millvale, Allegheny County, Pennsylvania, 15209, United States of America","(40.48077360176256, -79.97453536321177, 0.0)",40.48077360176256,-79.97453536321177,0.0
103,2017,575,25000.0,FORPROFIT,25000.0,ERS,,2015.0,"Farm specializing in organic fruits, vegetables and proteins",NONRETAIL,PRODUCTION,,,,897 Churchview Ave,,Pittsburgh,PA,15236.0,,,"897 Churchview Ave,Pittsburgh,PA,15236","Churchview Avenue, Carrick, Willock, Pittsburgh, Allegheny County, Pennsylvania, 15236, United States of America","(40.3857495, -79.9782492, 0.0)",40.3857495,-79.9782492,0.0
104,2017,575,75000.0,FORPROFIT,351881.0,TRF,,2015.0,"Producer of cold-pressed juices, smoothies, and healthy snacks & meals",NONRETAIL,PRODUCTION,,,,4113 Butler St,,Pittsburgh,PA,15201.0,,,"4113 Butler St,Pittsburgh,PA,15201","4113, Butler Street, Central Lawrenceville, Bauerstown, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States of America","(40.469944, -79.960925, 0.0)",40.469944,-79.960925,0.0
106,2017,575,45000.0,NONPROFIT,45000.0,ERS,,2015.0,"Food Truck emphasizing low-sugar offerings, fruits, and vegetables.",RETAIL,MOBILEFOODMKT,,,,346 Cline Street,,Wilkins Township,PA,15112.0,,,"346 Cline Street,Wilkins Township,PA,15112","346, Cline Street, Linhart, Wilkins Township, Allegheny County, Pennsylvania, 15112, United States of America","(40.41539887164354, -79.83554698164399, 0.0)",40.41539887164354,-79.83554698164399,0.0
107,2017,575,100000.0,FORPROFIT,373979.0,ERS,,2014.0,Working Capital Portion of Butcher Shop Providing Lean Meats,RETAIL,CORNERSTORE,,,,5145 BUTLER STREET,,Pittsburgh,PA,15201.0,,,"5145 BUTLER STREET,Pittsburgh,PA,15201","5145, Butler Street, Upper Lawrenceville, Sharpe Hill, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States of America","(40.47932116450517, -79.95522462059738, 0.0)",40.47932116450517,-79.95522462059738,0.0
108,2017,575,7600.0,FORPROFIT,7600.0,ERS,,2016.0,"Producer of cold-pressed juices, smoothies, and healthy snacks & meals",NONRETAIL,PRODUCTION,,,,4914 Penn Avenue,,Pittsburgh,PA,15224.0,,,"4914 Penn Avenue,Pittsburgh,PA,15224","4914, Penn Avenue, Garfield, Park View, Pittsburgh, Allegheny County, Pennsylvania, 15224, United States of America","(40.465177835120876, -79.94497892134562, 0.0)",40.465177835120876,-79.94497892134562,0.0
109,2017,575,150000.0,NONPROFIT,150000.0,ERS,,2015.0,School lunch programs at three charter schools awarded to non-profit focused on healthy foods,RETAIL,OTHER,School lunch program,,,1323 Forbes Avenue,,Pittsburgh,PA,15219.0,,,"1323 Forbes Avenue,Pittsburgh,PA,15219","1323, Forbes Avenue, Bluff, Pittsburgh, Allegheny County, Pennsylvania, 15219, United States of America","(40.43787313850747, -79.9878509945505, 0.0)",40.43787313850747,-79.9878509945505,0.0
110,2017,575,39660.0,FORPROFIT,39660.0,ERS,,2015.0,Healthy Foodtruck,RETAIL,MOBILEFOODMKT,,,,934 Jefferson St,,McKeesport,PA,15132.0,,,"934 Jefferson St,McKeesport,PA,15132","934, Jefferson Street, Riverton, McKeesport, Allegheny County, Pennsylvania, 15132, United States of America","(40.350455642748074, -79.83660041261108, 0.0)",40.350455642748074,-79.83660041261108,0.0
112,2017,575,50000.0,FORPROFIT,56800.0,ERS,,2015.0,"Producer of cold-pressed juices, smoothies, and healthy snacks & meals",NONRETAIL,PRODUCTION,,,,4919 Penn Ave,,Pittsburgh,PA,15201.0,,,"4919 Penn Ave,Pittsburgh,PA,15201","4919, Penn Avenue, Garfield, Park View, Pittsburgh, Allegheny County, Pennsylvania, 15224, United States of America","(40.465284821380585, -79.944548063791, 0.0)",40.465284821380585,-79.944548063791,0.0
135,2017,1985,30855.0,FORPROFIT,30855.0,OTHER,USDA 2013 mAP,2013.0,Retail,RETAIL,GROCERYSTORE,,,,10315 East Iliff Avenue,,Aurora,CO,80247.0,,,"10315 East Iliff Avenue,Aurora,CO,80247","Gulzar Market, 10315, East Iliff Avenue, Aurora, Arapahoe County, Colorado, 80247, United States of America","(39.6755209, -104.8674539, 0.0)",39.6755209,-104.8674539,0.0
137,2017,1985,15680.0,FORPROFIT,15680.0,OTHER,USDA 2013 map,2013.0,Retail,RETAIL,GROCERYSTORE,,,,2835 Fairfax Street,,Denver,CO,80207.0,,,"2835 Fairfax Street,Denver,CO,80207","2835, Fairfax Street, North Park HIll, Denver, Denver County, Colorado, 80207, United States of America","(39.757223918397806, -104.928343719228, 0.0)",39.757223918397806,-104.928343719228,0.0
138,2017,1985,4720.0,FORPROFIT,4720.0,ERS,,2013.0,H&W Foods Prod & Distrb,NONRETAIL,CONSUMPTION,,,,1820 Industrial Circle,,Longmont,CO,80501.0,,,"1820 Industrial Circle,Longmont,CO,80501","1820, Industrial Circle, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.148045651641375, -105.12326882720564, 0.0)",40.148045651641375,-105.12326882720564,0.0
140,2017,1985,153400.0,FORPROFIT,1000000.0,ERS,,2013.0,Grocery Store,RETAIL,GROCERYSTORE,,,,1461 East Eisenhower Boulevard,,Loveland,CO,80537.0,,,"1461 East Eisenhower Boulevard,Loveland,CO,80537","1461, East Eisenhower Boulevard, Browns Corner, Loveland, Larimer County, Colorado, 80537, United States of America","(40.4075794527879, -105.05612276756922, 0.0)",40.4075794527879,-105.05612276756922,0.0
142,2017,1985,20825.0,FORPROFIT,20825.0,OTHER,USDA 2013 Map,2013.0,Convenient Store,RETAIL,CORNERSTORE,,,,994 South Peoria Street,,Aurora,CO,80012.0,,,"994 South Peoria Street,Aurora,CO,80012","994, South Peoria Street, Aurora, Arapahoe County, Colorado, 80012, United States of America","(39.6995562, -104.84706340000001, 0.0)",39.6995562,-104.84706340000001,0.0
143,2017,1985,36062.5,FORPROFIT,36062.5,OTHER,USDA 2013 Map,2013.0,Restaurant,RETAIL,OTHER,Restaurant,,,1509 Arapahoe Avenue,,Boulder,CO,80302.0,,,"1509 Arapahoe Avenue,Boulder,CO,80302","Thrive, 1509, Arapahoe Avenue, The Hill, Ara, Boulder, Boulder County, Colorado, 80302, United States of America","(40.01488365, -105.2743384, 0.0)",40.01488365,-105.2743384,0.0
147,2017,1985,25700.0,FORPROFIT,25700.0,OTHER,USDA 2013 map,2013.0,Honey Manufacturing & Retail,NONRETAIL,PRODUCTION,,,,2503 County Road 47,,Hudson,CO,80642.0,,,"2503 County Road 47,Hudson,CO,80642","2503, County Road 47, Hudson, Weld County, Colorado, 80642, United States of America","(40.036899340681366, -104.6214964749499, 0.0)",40.036899340681366,-104.6214964749499,0.0
149,2017,1985,15625.0,FORPROFIT,15625.0,OTHER,USDA 2013 Map,2013.0,Wholesale,NONRETAIL,PRODUCTION,,,,15710 West 7th Avenue,,Golden,CO,80401.0,,,"15710 West 7th Avenue,Golden,CO,80401","West 7th Avenue, Golden, Jefferson County, Colorado, 80419, United States of America","(39.7273331, -105.1819335, 0.0)",39.7273331,-105.1819335,0.0
151,2017,1985,51375.0,FORPROFIT,51375.0,ERS,,2014.0,Healthy foods production sale,NONRETAIL,CONSUMPTION,,,,6333 Arapahoe Road,,Boulder,CO,80303.0,,,"6333 Arapahoe Road,Boulder,CO,80303","Arapahoe Road, Boulder, Boulder County, Colorado, 80303-1229, United States of America","(40.0146212, -105.2059753, 0.0)",40.0146212,-105.2059753,0.0
153,2017,1985,37280.0,FORPROFIT,37280.0,OTHER,USDA 2013 Mapping,2013.0,CO4F Commerical Kitchen,RETAIL,OTHER,Commercial Kitchen,,,619 Main Street,,Canon City,CO,81212.0,,,"619 Main Street,Canon City,CO,81212","619, Main Street, East Cañon, Cañon City, Fremont County, Colorado, 81212, United States of America","(38.44137506211876, -105.23914831044381, 0.0)",38.44137506211876,-105.23914831044381,0.0
156,2017,1985,31765.0,FORPROFIT,31765.0,OTHER,USDA 2013 map,2013.0,Goat Dairy & Retail,NONRETAIL,PRODUCTION,,,,31700 US Highway 24 North,,Buena Vista,CO,81211.0,,,"31700 US Highway 24 North,Buena Vista,CO,81211","31700, US Highway 24, Buena Vista, Chaffee County, Colorado, 81211, United States of America","(38.87942154902985, -106.16106012269479, 0.0)",38.87942154902985,-106.16106012269479,0.0
158,2017,1985,20825.0,FORPROFIT,20825.0,OTHER,USDA 2013 map,2013.0,Manufacturer of Frozen Organic,RETAIL,OTHER,Manufacturer,,,647 Dakota Boulevard,,Boulder,CO,80304.0,,,"647 Dakota Boulevard,Boulder,CO,80304","647, Dakota Boulevard, Boulder, Boulder County, Colorado, 80304, United States of America","(40.06544230612245, -105.28655453061224, 0.0)",40.06544230612245,-105.28655453061224,0.0
160,2017,1985,36521.0,FORPROFIT,36521.0,OTHER,USDA 2013 map,2013.0,Sprout Grower,NONRETAIL,PRODUCTION,,,,4350 Grape Street,,Denver,CO,80216.0,,,"4350 Grape Street,Denver,CO,80216","4350, Grape Street, Denver, Denver County, Colorado, 80216, United States of America","(39.777039999328956, -104.92453544960796, 0.0)",39.777039999328956,-104.92453544960796,0.0
163,2017,1985,26240.0,FORPROFIT,26240.0,OTHER,USDA 2013 map,2013.0,Vendor Farmers Market,RETAIL,FARMERSMKT,,,,939 West 30th Street,,Loveland,CO,80538.0,,,"939 West 30th Street,Loveland,CO,80538","939, West 30th Street, Browns Corner, Loveland, Larimer County, Colorado, 80538, United States of America","(40.422604, -105.09016966666667, 0.0)",40.422604,-105.09016966666667,0.0
176,2017,1805,10000.0,,20000.0,ERS,,2013.0,"Sale of fresh food, salads",NONRETAIL,CONSUMPTION,,,,1902 Bandera Road,,San Antonio,TX,78228.0,,,"1902 Bandera Road,San Antonio,TX,78228","1902, Bandera Road, San Antonio, Bexar County, Texas, 78228, United States of America","(29.47194930612245, -98.57558165306122, 0.0)",29.47194930612245,-98.57558165306122,0.0
177,2017,1805,5000.0,,5000.0,ERS,,2013.0,"Sale of fresh food, soups, seafood",NONRETAIL,CONSUMPTION,,,,7101 Harry Hines Boulevard,,Dallas,TX,75235.0,,,"7101 Harry Hines Boulevard,Dallas,TX,75235","7101, Harry Hines Boulevard, Oldham, Dallas, Dallas County, Texas, 75235, United States of America","(32.82673464520227, -96.85541528109577, 0.0)",32.82673464520227,-96.85541528109577,0.0
178,2017,1805,15000.0,,30000.0,ERS,,2013.0,fresh food delivery truck,NONRETAIL,DISTRIBUTION,,,,4673 Osborne,,El Paso,TX,79922.0,,,"4673 Osborne,El Paso,TX,79922","4673, Osborne Drive, Montoya, El Paso, El Paso County, Texas, 79922, United States of America","(31.83347752288053, -106.57015190172734, 0.0)",31.83347752288053,-106.57015190172734,0.0
179,2017,1805,18674.76,,18674.76,ERS,,2013.0,Sale of fresh breakfast and dinner,NONRETAIL,CONSUMPTION,,,,651 Lexington Blvd,,Corpus Christi,TX,78419.0,,,"651 Lexington Blvd,Corpus Christi,TX,78419","Lexington Boulevard, Flour Bluff, Corpus Christi, Nueces County, Texas, 78419, United States of America","(27.6897725, -97.2691462, 0.0)",27.6897725,-97.2691462,0.0
180,2017,1805,12750.0,,15500.0,ERS,,2013.0,sale of fajitas and salads,NONRETAIL,CONSUMPTION,,,,269 Pyrite,,El Paso,TX,79932.0,,,"269 Pyrite,El Paso,TX,79932","269, Pyrite Drive, Montoya, El Paso, El Paso County, Texas, 79932, United States of America","(31.845626815368476, -106.57404288911265, 0.0)",31.845626815368476,-106.57404288911265,0.0
181,2017,1805,15000.0,,15000.0,ERS,,2013.0,fresh food,NONRETAIL,SALE,,,,1119 East 3rd Street,,Alice,TX,78332.0,,,"1119 East 3rd Street,Alice,TX,78332","1119, East 3rd Street, North Hilltop Addition Colonia, Kiesling's Colonia, Alice, Jim Wells County, Texas, 78332, United States of America","(27.75351670867622, -98.06411742429275, 0.0)",27.75351670867622,-98.06411742429275,0.0
183,2017,1805,49951.11,,50000.0,ERS,,2013.0,fresh salad and seafood restaurant,NONRETAIL,CONSUMPTION,,,,21353 N. Parker Road,,Santa Rosa,TX,78593.0,,,"21353 N. Parker Road,Santa Rosa,TX,78593","North Parker Road, Santa Rosa, Cameron County, Texas, 78552, United States of America","(26.265767, -97.821225, 0.0)",26.265767,-97.821225,0.0
184,2017,823,1700000.0,,2170000.0,ERS,,2012.0,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,GROCERYSTORE,,,,1549 S Jefferson Ave,,St. Louis,MO,63104.0,,,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986033476,-90.22067150438076,0.0
185,2017,823,712121.0,,5578000.0,ERS,,2012.0,Full service grocery store in commercial real estate space,RETAIL,GROCERYSTORE,,,,801 University Ave,,Des Moines,IA,50314.0,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088261744966,-93.62892197315436,0.0
